"file_name","sample","final_age","latitude","length","gear_depth","gear_temp"
"WALLEYE_POLLOCK_94201501201_934_OT1.0","training",9,61.01237,460,100,0.7
"WALLEYE_POLLOCK_94201501201_935_OT1.0","training",2,61.01237,260,100,0.7
"WALLEYE_POLLOCK_94201501201_937_OT1.0","training",6,61.01237,440,100,0.7
"WALLEYE_POLLOCK_94201501201_939_OT1.0","training",6,61.01237,470,100,0.7
"WALLEYE_POLLOCK_94201501201_93_OA1.0","training",7,56.00406,520,68,4.7
"WALLEYE_POLLOCK_94201501201_942_OT1.0","training",7,60.67342,470,105,0.8
"WALLEYE_POLLOCK_94201501201_943_OT1.0","training",6,60.67342,430,105,0.8
"WALLEYE_POLLOCK_94201501201_944_OT1.0","training",5,60.67342,430,105,0.8
"WALLEYE_POLLOCK_94201501201_945_OT1.0","training",7,60.67342,480,105,0.8
"WALLEYE_POLLOCK_94201501201_947_OT1.0","training",2,60.67342,250,105,0.8
"WALLEYE_POLLOCK_94201501201_949_OT1.0","training",1,60.67342,120,105,0.8
"WALLEYE_POLLOCK_94201501201_950_OT1.0","test",11,60.34633,590,110,1.2
"WALLEYE_POLLOCK_94201501201_953_OT1.0","test",7,60.34633,500,110,1.2
"WALLEYE_POLLOCK_94201501201_954_OT1.0","training",6,60.34633,420,110,1.2
"WALLEYE_POLLOCK_94201501201_955_OT1.0","training",2,60.34633,230,110,1.2
"WALLEYE_POLLOCK_94201501201_956_OT1.0","training",13,60.34633,690,110,1.2
"WALLEYE_POLLOCK_94201501201_958_OT1.0","training",3,60.01234,330,115,2
"WALLEYE_POLLOCK_94201501201_959_OT1.0","training",6,60.01234,440,115,2
"WALLEYE_POLLOCK_94201501201_961_OT1.0","test",8,60.01234,490,115,2
"WALLEYE_POLLOCK_94201501201_962_OT1.0","training",6,60.01234,420,115,2
"WALLEYE_POLLOCK_94201501201_963_OT1.0","test",7,60.01234,460,115,2
"WALLEYE_POLLOCK_94201501201_966_OT1.0","test",10,59.67747,580,124,2.5
"WALLEYE_POLLOCK_94201501201_967_OT1.0","training",2,59.67747,290,124,2.5
"WALLEYE_POLLOCK_94201501201_968_OT1.0","training",2,59.67747,250,124,2.5
"WALLEYE_POLLOCK_94201501201_969_OT1.0","training",6,59.67747,500,124,2.5
"WALLEYE_POLLOCK_94201501201_970_OT1.0","training",11,59.67747,650,124,2.5
"WALLEYE_POLLOCK_94201501201_973_OT1.0","training",8,59.67747,460,124,2.5
"WALLEYE_POLLOCK_94201501201_974_OT1.0","training",7,59.33213,480,131,2.8
"WALLEYE_POLLOCK_94201501201_977_OT1.0","training",7,59.33213,480,131,2.8
"WALLEYE_POLLOCK_94201501201_978_OT1.0","training",6,59.33213,450,131,2.8
"WALLEYE_POLLOCK_94201501201_979_OT1.0","training",7,59.33213,460,131,2.8
"WALLEYE_POLLOCK_94201501201_980_OT1.0","training",2,59.33213,250,131,2.8
"WALLEYE_POLLOCK_94201501201_981_OT1.0","test",2,59.33213,200,131,2.8
"WALLEYE_POLLOCK_94201501201_982_OT1.0","training",3,59.33048,360,135,2.7
"WALLEYE_POLLOCK_94201501201_983_OT1.0","training",4,59.33048,320,135,2.7
"WALLEYE_POLLOCK_94201501201_985_OT1.0","training",7,59.33048,530,135,2.7
"WALLEYE_POLLOCK_94201501201_987_OT1.0","training",6,59.33048,470,135,2.7
"WALLEYE_POLLOCK_94201501201_988_OT1.0","training",2,59.33048,240,135,2.7
"WALLEYE_POLLOCK_94201501201_989_OT1.0","test",8,59.33048,500,135,2.7
"WALLEYE_POLLOCK_94201501201_98_OA1.0","test",7,55.67969,500,49,5.6
"WALLEYE_POLLOCK_94201501201_990_OT1.0","training",7,59.01916,480,132,2.8
"WALLEYE_POLLOCK_94201501201_991_OT1.0","training",8,59.01916,470,132,2.8
"WALLEYE_POLLOCK_94201501201_992_OT1.0","test",1,59.01916,180,132,2.8
"WALLEYE_POLLOCK_94201501201_994_OT1.0","training",6,59.01916,450,132,2.8
"WALLEYE_POLLOCK_94201501201_996_OT1.0","test",7,59.01916,460,132,2.8
"WALLEYE_POLLOCK_94201501201_997_OT1.0","training",0,59.01916,140,132,2.8
"WALLEYE_POLLOCK_94201501201_998_OT1.0","training",10,59.00988,590,133,2.9
"WALLEYE_POLLOCK_94201501201_999_OT1.0","training",9,59.00988,550,133,2.9
"WALLEYE_POLLOCK_94201501201_99_OA1.0","training",6,55.67969,420,49,5.6
"WALLEYE_POLLOCK_94201501201_9_OA1.0","test",10,57.65673,610,46,5.1
"WALLEYE_POLLOCK_94201601201_103_OT1.0","training",1,59.32009,140,20,9.2
"WALLEYE_POLLOCK_94201601201_104_OT1.0","training",1,59.31723,120,18,8.7
"WALLEYE_POLLOCK_94201601201_108_OT1.0","training",9,59.31723,540,18,8.7
"WALLEYE_POLLOCK_94201601201_109_OT1.0","training",1,59.64971,110,20,8.4
"WALLEYE_POLLOCK_94201601201_110_OT1.0","training",1,59.64971,120,20,8.4
"WALLEYE_POLLOCK_94201601201_111_OT1.0","test",8,59.64971,510,20,8.4
"WALLEYE_POLLOCK_94201601201_112_OT1.0","training",7,59.64971,530,20,8.4
"WALLEYE_POLLOCK_94201601201_113_OT1.0","training",8,59.64971,580,20,8.4
"WALLEYE_POLLOCK_94201601201_114_OT1.0","test",6,59.64971,520,20,8.4
"WALLEYE_POLLOCK_94201601201_115_OT1.0","test",6,59.66815,510,26,7.1
"WALLEYE_POLLOCK_94201601201_116_OT1.0","training",7,59.66815,480,26,7.1
"WALLEYE_POLLOCK_94201601201_118_OT1.0","training",6,59.66815,500,26,7.1
"WALLEYE_POLLOCK_94201601201_121_OT1.0","training",1,59.65537,110,29,5.4
"WALLEYE_POLLOCK_94201601201_123_OT1.0","training",6,59.65537,500,29,5.4
"WALLEYE_POLLOCK_94201601201_124_OT1.0","training",9,59.65537,510,29,5.4
"WALLEYE_POLLOCK_94201601201_125_OT1.0","test",12,59.65537,630,29,5.4
"WALLEYE_POLLOCK_94201601201_126_OT1.0","training",1,60.01992,120,24,5.6
"WALLEYE_POLLOCK_94201601201_127_OT1.0","test",8,60.01992,530,24,5.6
"WALLEYE_POLLOCK_94201601201_128_OT1.0","training",8,60.01992,510,24,5.6
"WALLEYE_POLLOCK_94201601201_129_OT1.0","test",8,60.01992,460,24,5.6
"WALLEYE_POLLOCK_94201601201_130_OT1.0","training",8,60.01992,510,24,5.6
"WALLEYE_POLLOCK_94201601201_131_OT1.0","test",6,60.33741,550,27,6.2
"WALLEYE_POLLOCK_94201601201_132_OT1.0","training",7,60.33741,550,27,6.2
"WALLEYE_POLLOCK_94201601201_133_OT1.0","test",8,60.33741,540,27,6.2
"WALLEYE_POLLOCK_94201601201_134_OT1.0","training",8,60.33741,560,27,6.2
"WALLEYE_POLLOCK_94201601201_135_OT1.0","test",7,60.31603,530,29,6.1
"WALLEYE_POLLOCK_94201601201_136_OT1.0","test",10,60.31603,670,29,6.1
"WALLEYE_POLLOCK_94201601201_138_OT1.0","training",9,60.31603,520,29,6.1
"WALLEYE_POLLOCK_94201601201_139_OT1.0","test",1,60.31603,110,29,6.1
"WALLEYE_POLLOCK_94201601201_13_OT1.0","test",7,56.66951,520,57,5.7
"WALLEYE_POLLOCK_94201601201_140_OT1.0","training",1,60.31603,90,29,6.1
"WALLEYE_POLLOCK_94201601201_141_OT1.0","training",15,60.34717,630,35,3
"WALLEYE_POLLOCK_94201601201_142_OT1.0","training",8,60.34717,550,35,3
"WALLEYE_POLLOCK_94201601201_143_OT1.0","test",9,60.34717,590,35,3
"WALLEYE_POLLOCK_94201601201_144_OT1.0","training",9,60.34717,500,35,3
"WALLEYE_POLLOCK_94201601201_145_OT1.0","training",9,60.01491,570,37,2.9
"WALLEYE_POLLOCK_94201601201_146_OT1.0","training",9,60.01491,510,37,2.9
"WALLEYE_POLLOCK_94201601201_148_OT1.0","training",10,60.01491,540,37,2.9
"WALLEYE_POLLOCK_94201601201_149_OT1.0","test",8,59.65968,490,37,3.3
"WALLEYE_POLLOCK_94201601201_150_OT1.0","training",6,59.65968,480,37,3.3
"WALLEYE_POLLOCK_94201601201_151_OT1.0","test",4,59.65968,420,37,3.3
"WALLEYE_POLLOCK_94201601201_157_OT1.0","training",1,59.35141,110,38,5.5
"WALLEYE_POLLOCK_94201601201_158_OT1.0","training",1,59.35141,110,38,5.5
"WALLEYE_POLLOCK_94201601201_159_OT1.0","test",6,59.35141,470,38,5.5
"WALLEYE_POLLOCK_94201601201_15_OT1.0","test",7,56.66951,520,57,5.7
"WALLEYE_POLLOCK_94201601201_160_OT1.0","training",6,59.35141,450,38,5.5
"WALLEYE_POLLOCK_94201601201_162_OT1.0","test",6,59.35141,490,38,5.5
"WALLEYE_POLLOCK_94201601201_163_OT1.0","training",1,59.32903,140,30,6.6
"WALLEYE_POLLOCK_94201601201_165_OT1.0","training",5,59.32903,490,30,6.6
"WALLEYE_POLLOCK_94201601201_168_OT1.0","training",7,59.31821,490,26,7.3
"WALLEYE_POLLOCK_94201601201_169_OT1.0","training",10,59.31821,560,26,7.3
"WALLEYE_POLLOCK_94201601201_172_OT1.0","test",6,59.33708,510,22,8.3
"WALLEYE_POLLOCK_94201601201_173_OT1.0","training",10,59.33708,530,22,8.3
"WALLEYE_POLLOCK_94201601201_175_OT1.0","training",7,59.33708,560,22,8.3
"WALLEYE_POLLOCK_94201601201_178_OT1.0","training",8,59.01664,520,29,7.4
"WALLEYE_POLLOCK_94201601201_179_OT1.0","training",8,59.01664,540,29,7.4
"WALLEYE_POLLOCK_94201601201_17_OT1.0","training",8,56.65777,570,33,6.6
"WALLEYE_POLLOCK_94201601201_180_OT1.0","training",5,58.64714,480,35,6.5
"WALLEYE_POLLOCK_94201601201_181_OT1.0","training",6,58.64714,470,35,6.5
"WALLEYE_POLLOCK_94201601201_184_OT1.0","training",1,58.64714,150,35,6.5
"WALLEYE_POLLOCK_94201601201_185_OT1.0","training",1,58.65998,150,37,7.2
"WALLEYE_POLLOCK_94201601201_187_OT1.0","training",6,58.65998,520,37,7.2
"WALLEYE_POLLOCK_94201601201_189_OT1.0","training",8,58.65998,490,37,7.2
"WALLEYE_POLLOCK_94201601201_18_OT1.0","training",9,56.65777,570,33,6.6
"WALLEYE_POLLOCK_94201601201_190_OT1.0","training",9,58.65998,580,37,7.2
"WALLEYE_POLLOCK_94201601201_191_OT1.0","training",2,58.34983,230,43,6.7
"WALLEYE_POLLOCK_94201601201_192_OT1.0","training",1,58.34983,170,43,6.7
"WALLEYE_POLLOCK_94201601201_193_OT1.0","training",5,58.34983,440,43,6.7
"WALLEYE_POLLOCK_94201601201_194_OT1.0","training",6,58.34983,460,43,6.7
"WALLEYE_POLLOCK_94201601201_195_OT1.0","test",6,58.34983,460,43,6.7
"WALLEYE_POLLOCK_94201601201_197_OT1.0","training",3,58.34257,310,42,6.4
"WALLEYE_POLLOCK_94201601201_198_OT1.0","training",10,58.34257,520,42,6.4
"WALLEYE_POLLOCK_94201601201_199_OT1.0","training",13,58.34257,700,42,6.4
"WALLEYE_POLLOCK_94201601201_19_OT1.0","test",6,56.65777,540,33,6.6
"WALLEYE_POLLOCK_94201601201_1_OT1.0","training",6,56.33665,460,52,6.1
"WALLEYE_POLLOCK_94201601201_205_OT1.0","training",1,57.99794,150,53,5.4
"WALLEYE_POLLOCK_94201601201_206_OT1.0","training",1,57.99794,150,53,5.4
"WALLEYE_POLLOCK_94201601201_207_OT1.0","training",8,57.68193,430,58,4.9
"WALLEYE_POLLOCK_94201601201_208_OT1.0","training",3,57.68193,430,58,4.9
"WALLEYE_POLLOCK_94201601201_209_OT1.0","training",7,57.68193,440,58,4.9
"WALLEYE_POLLOCK_94201601201_20_OT1.0","training",6,56.65777,530,33,6.6
"WALLEYE_POLLOCK_94201601201_211_OT1.0","training",1,57.68193,180,58,4.9
"WALLEYE_POLLOCK_94201601201_212_OT1.0","training",1,57.68193,170,58,4.9
"WALLEYE_POLLOCK_94201601201_213_OT1.0","training",1,57.67623,160,62,4.7
"WALLEYE_POLLOCK_94201601201_214_OT1.0","training",5,57.67623,410,62,4.7
"WALLEYE_POLLOCK_94201601201_215_OT1.0","training",2,57.67623,270,62,4.7
"WALLEYE_POLLOCK_94201601201_216_OT1.0","training",5,57.67623,360,62,4.7
"WALLEYE_POLLOCK_94201601201_217_OT1.0","training",5,57.67623,440,62,4.7
"WALLEYE_POLLOCK_94201601201_218_OT1.0","training",4,57.67623,410,62,4.7
"WALLEYE_POLLOCK_94201601201_219_OT1.0","test",4,57.32324,470,66,4.3
"WALLEYE_POLLOCK_94201601201_220_OT1.0","training",4,57.32324,330,66,4.3
"WALLEYE_POLLOCK_94201601201_221_OT1.0","test",3,57.32324,310,66,4.3
"WALLEYE_POLLOCK_94201601201_222_OT1.0","training",6,57.32324,430,66,4.3
"WALLEYE_POLLOCK_94201601201_223_OT1.0","training",4,57.33896,450,64,4.8
"WALLEYE_POLLOCK_94201601201_224_OT1.0","training",8,57.33896,500,64,4.8
"WALLEYE_POLLOCK_94201601201_225_OT1.0","test",3,57.33896,390,64,4.8
"WALLEYE_POLLOCK_94201601201_226_OT1.0","training",2,57.33896,260,64,4.8
"WALLEYE_POLLOCK_94201601201_227_OT1.0","training",2,57.33896,280,64,4.8
"WALLEYE_POLLOCK_94201601201_229_OT1.0","training",6,57.01507,450,68,4.6
"WALLEYE_POLLOCK_94201601201_230_OT1.0","training",4,57.01507,420,68,4.6
"WALLEYE_POLLOCK_94201601201_231_OT1.0","training",4,57.01507,400,68,4.6
"WALLEYE_POLLOCK_94201601201_232_OT1.0","training",3,57.01507,400,68,4.6
"WALLEYE_POLLOCK_94201601201_235_OT1.0","test",2,57.01507,280,68,4.6
"WALLEYE_POLLOCK_94201601201_236_OT1.0","test",1,57.01507,190,68,4.6
"WALLEYE_POLLOCK_94201601201_237_OT1.0","training",7,57.00978,580,70,4.2
"WALLEYE_POLLOCK_94201601201_238_OT1.0","training",4,57.00978,410,70,4.2
"WALLEYE_POLLOCK_94201601201_240_OT1.0","test",1,57.00978,180,70,4.2
"WALLEYE_POLLOCK_94201601201_241_OT1.0","test",9,57.00978,530,70,4.2
"WALLEYE_POLLOCK_94201601201_242_OT1.0","test",2,57.00978,240,70,4.2
"WALLEYE_POLLOCK_94201601201_243_OT1.0","training",10,57.00978,540,70,4.2
"WALLEYE_POLLOCK_94201601201_244_OT1.0","training",5,57.00978,380,70,4.2
"WALLEYE_POLLOCK_94201601201_246_OT1.0","training",7,56.68264,510,76,4.5
"WALLEYE_POLLOCK_94201601201_247_OT1.0","training",9,56.68264,540,76,4.5
"WALLEYE_POLLOCK_94201601201_249_OT1.0","test",8,56.68264,490,76,4.5
"WALLEYE_POLLOCK_94201601201_250_OT1.0","test",5,56.68264,440,76,4.5
"WALLEYE_POLLOCK_94201601201_251_OT1.0","training",1,56.68264,140,76,4.5
"WALLEYE_POLLOCK_94201601201_252_OT1.0","training",8,56.67459,530,74,4.5
"WALLEYE_POLLOCK_94201601201_254_OT1.0","training",4,56.67459,430,74,4.5
"WALLEYE_POLLOCK_94201601201_255_OT1.0","training",8,56.67459,580,74,4.5
"WALLEYE_POLLOCK_94201601201_258_OT1.0","test",2,56.67459,290,74,4.5
"WALLEYE_POLLOCK_94201601201_259_OT1.0","training",1,56.67459,170,74,4.5
"WALLEYE_POLLOCK_94201601201_25_OT1.0","training",6,56.98209,490,54,5.8
"WALLEYE_POLLOCK_94201601201_260_OT1.0","training",8,56.34087,530,84,4.6
"WALLEYE_POLLOCK_94201601201_261_OT1.0","test",3,56.34087,470,84,4.6
"WALLEYE_POLLOCK_94201601201_262_OT1.0","training",4,56.34087,400,84,4.6
"WALLEYE_POLLOCK_94201601201_263_OT1.0","test",5,56.34087,490,84,4.6
"WALLEYE_POLLOCK_94201601201_264_OT1.0","training",5,56.34087,440,84,4.6
"WALLEYE_POLLOCK_94201601201_265_OT1.0","training",4,56.34087,430,84,4.6
"WALLEYE_POLLOCK_94201601201_267_OT1.0","training",4,56.3431,450,89,4.7
"WALLEYE_POLLOCK_94201601201_268_OT1.0","training",3,56.3431,430,89,4.7
"WALLEYE_POLLOCK_94201601201_26_OT1.0","training",7,56.98209,460,54,5.8
"WALLEYE_POLLOCK_94201601201_271_OT1.0","training",4,56.3431,420,89,4.7
"WALLEYE_POLLOCK_94201601201_272_OT1.0","training",3,56.3431,440,89,4.7
"WALLEYE_POLLOCK_94201601201_273_OT1.0","training",2,56.3431,280,89,4.7
"WALLEYE_POLLOCK_94201601201_274_OT1.0","test",4,56.01141,420,106,5.1
"WALLEYE_POLLOCK_94201601201_275_OT1.0","test",4,56.01141,440,106,5.1
"WALLEYE_POLLOCK_94201601201_277_OT1.0","training",5,56.01141,420,106,5.1
"WALLEYE_POLLOCK_94201601201_278_OT1.0","training",9,56.01141,560,106,5.1
"WALLEYE_POLLOCK_94201601201_279_OT1.0","training",4,56.01141,390,106,5.1
"WALLEYE_POLLOCK_94201601201_280_OT1.0","test",4,56.00863,400,94,4.7
"WALLEYE_POLLOCK_94201601201_282_OT1.0","test",4,56.00863,440,94,4.7
"WALLEYE_POLLOCK_94201601201_283_OT1.0","training",4,56.00863,390,94,4.7
"WALLEYE_POLLOCK_94201601201_285_OT1.0","training",4,56.00863,400,94,4.7
"WALLEYE_POLLOCK_94201601201_286_OT1.0","training",8,55.67357,560,106,5.3
"WALLEYE_POLLOCK_94201601201_287_OT1.0","test",5,55.67357,420,106,5.3
"WALLEYE_POLLOCK_94201601201_290_OT1.0","test",4,55.67357,440,106,5.3
"WALLEYE_POLLOCK_94201601201_291_OT1.0","training",5,55.67357,440,106,5.3
"WALLEYE_POLLOCK_94201601201_292_OT1.0","training",8,55.33878,580,109,5
"WALLEYE_POLLOCK_94201601201_293_OT1.0","training",5,55.33878,430,109,5
"WALLEYE_POLLOCK_94201601201_294_OT1.0","training",4,55.33878,420,109,5
"WALLEYE_POLLOCK_94201601201_295_OT1.0","test",4,55.33878,430,109,5
"WALLEYE_POLLOCK_94201601201_297_OT1.0","training",4,55.33878,390,109,5
"WALLEYE_POLLOCK_94201601201_299_OT1.0","test",4,54.83663,430,151,4.5
"WALLEYE_POLLOCK_94201601201_29_OT1.0","training",1,56.98209,190,54,5.8
"WALLEYE_POLLOCK_94201601201_2_OT1.0","training",9,56.33665,530,52,6.1
"WALLEYE_POLLOCK_94201601201_300_OT1.0","test",3,54.83663,420,151,4.5
"WALLEYE_POLLOCK_94201601201_304_OT1.0","training",9,55.00892,480,153,4.7
"WALLEYE_POLLOCK_94201601201_307_OT1.0","training",4,55.00892,410,153,4.7
"WALLEYE_POLLOCK_94201601201_309_OT1.0","test",3,55.00892,390,153,4.7
"WALLEYE_POLLOCK_94201601201_30_OT1.0","training",1,56.98209,180,54,5.8
"WALLEYE_POLLOCK_94201601201_310_OT1.0","training",3,55.66121,370,124,4.8
"WALLEYE_POLLOCK_94201601201_311_OT1.0","test",4,55.66121,430,124,4.8
"WALLEYE_POLLOCK_94201601201_312_OT1.0","training",5,55.66121,400,124,4.8
"WALLEYE_POLLOCK_94201601201_313_OT1.0","training",4,55.66121,400,124,4.8
"WALLEYE_POLLOCK_94201601201_315_OT1.0","training",4,55.66121,440,124,4.8
"WALLEYE_POLLOCK_94201601201_316_OT1.0","training",9,56.3237,550,102,4.9
"WALLEYE_POLLOCK_94201601201_319_OT1.0","training",9,56.3237,580,102,4.9
"WALLEYE_POLLOCK_94201601201_31_OT1.0","training",8,56.98888,530,28,7.5
"WALLEYE_POLLOCK_94201601201_320_OT1.0","test",7,56.3237,560,102,4.9
"WALLEYE_POLLOCK_94201601201_323_OT1.0","training",4,56.65312,420,83,4.6
"WALLEYE_POLLOCK_94201601201_324_OT1.0","test",7,56.65312,500,83,4.6
"WALLEYE_POLLOCK_94201601201_325_OT1.0","training",6,56.65312,500,83,4.6
"WALLEYE_POLLOCK_94201601201_326_OT1.0","test",5,56.65312,380,83,4.6
"WALLEYE_POLLOCK_94201601201_328_OT1.0","training",6,56.98994,470,72,4.2
"WALLEYE_POLLOCK_94201601201_329_OT1.0","test",6,56.98994,460,72,4.2
"WALLEYE_POLLOCK_94201601201_32_OT1.0","training",8,56.98888,540,28,7.5
"WALLEYE_POLLOCK_94201601201_330_OT1.0","training",3,56.98994,360,72,4.2
"WALLEYE_POLLOCK_94201601201_331_OT1.0","training",8,56.98994,520,72,4.2
"WALLEYE_POLLOCK_94201601201_332_OT1.0","training",7,56.98994,520,72,4.2
"WALLEYE_POLLOCK_94201601201_333_OT1.0","test",6,56.98994,440,72,4.2
"WALLEYE_POLLOCK_94201601201_334_OT1.0","training",1,56.98994,150,72,4.2
"WALLEYE_POLLOCK_94201601201_335_OT1.0","training",1,56.98994,120,72,4.2
"WALLEYE_POLLOCK_94201601201_337_OT1.0","test",4,57.32227,420,68,4.2
"WALLEYE_POLLOCK_94201601201_338_OT1.0","training",4,57.32227,420,68,4.2
"WALLEYE_POLLOCK_94201601201_33_OT1.0","training",10,56.98888,670,28,7.5
"WALLEYE_POLLOCK_94201601201_342_OT1.0","test",3,57.32227,300,68,4.2
"WALLEYE_POLLOCK_94201601201_344_OT1.0","training",4,57.65421,390,64,4.6
"WALLEYE_POLLOCK_94201601201_345_OT1.0","training",2,57.65421,280,64,4.6
"WALLEYE_POLLOCK_94201601201_347_OT1.0","training",4,57.65421,410,64,4.6
"WALLEYE_POLLOCK_94201601201_348_OT1.0","training",4,57.65421,440,64,4.6
"WALLEYE_POLLOCK_94201601201_350_OT1.0","training",2,57.65421,230,64,4.6
"WALLEYE_POLLOCK_94201601201_351_OT1.0","training",2,57.65421,170,64,4.6
"WALLEYE_POLLOCK_94201601201_352_OT1.0","training",4,57.98708,450,59,4.9
"WALLEYE_POLLOCK_94201601201_353_OT1.0","test",7,57.98708,440,59,4.9
"WALLEYE_POLLOCK_94201601201_354_OT1.0","test",4,57.98708,450,59,4.9
"WALLEYE_POLLOCK_94201601201_356_OT1.0","test",10,58.33423,490,45,6.3
"WALLEYE_POLLOCK_94201601201_357_OT1.0","training",9,58.33423,510,45,6.3
"WALLEYE_POLLOCK_94201601201_360_OT1.0","test",1,58.33423,160,45,6.3
"WALLEYE_POLLOCK_94201601201_361_OT1.0","training",1,58.33423,150,45,6.3
"WALLEYE_POLLOCK_94201601201_362_OT1.0","training",7,58.65915,490,40,6.3
"WALLEYE_POLLOCK_94201601201_364_OT1.0","training",7,58.65915,570,40,6.3
"WALLEYE_POLLOCK_94201601201_366_OT1.0","training",1,58.65915,170,40,6.3
"WALLEYE_POLLOCK_94201601201_367_OT1.0","training",1,58.65915,200,40,6.3
"WALLEYE_POLLOCK_94201601201_368_OT1.0","test",1,59.00185,150,38,6.6
"WALLEYE_POLLOCK_94201601201_369_OT1.0","training",1,59.00185,130,38,6.6
"WALLEYE_POLLOCK_94201601201_36_OT1.0","training",8,57.30755,450,45,6.4
"WALLEYE_POLLOCK_94201601201_371_OT1.0","training",13,59.00185,660,38,6.6
"WALLEYE_POLLOCK_94201601201_373_OT1.0","training",8,59.00185,480,38,6.6
"WALLEYE_POLLOCK_94201601201_374_OT1.0","training",1,59.00045,130,40,5.9
"WALLEYE_POLLOCK_94201601201_375_OT1.0","training",1,59.00045,110,40,5.9
"WALLEYE_POLLOCK_94201601201_376_OT1.0","training",5,59.00045,460,40,5.9
"WALLEYE_POLLOCK_94201601201_378_OT1.0","test",8,59.00045,480,40,5.9
"WALLEYE_POLLOCK_94201601201_380_OT1.0","test",9,59.34325,530,40,5.4
"WALLEYE_POLLOCK_94201601201_383_OT1.0","training",8,59.34325,510,40,5.4
"WALLEYE_POLLOCK_94201601201_384_OT1.0","test",1,59.34325,140,40,5.4
"WALLEYE_POLLOCK_94201601201_385_OT1.0","training",1,59.34325,120,40,5.4
"WALLEYE_POLLOCK_94201601201_386_OT1.0","training",6,59.00996,490,44,5.5
"WALLEYE_POLLOCK_94201601201_389_OT1.0","training",9,59.00996,480,44,5.5
"WALLEYE_POLLOCK_94201601201_38_OT1.0","training",6,57.30755,500,45,6.4
"WALLEYE_POLLOCK_94201601201_390_OT1.0","training",1,59.00996,170,44,5.5
"WALLEYE_POLLOCK_94201601201_391_OT1.0","test",1,59.00996,160,44,5.5
"WALLEYE_POLLOCK_94201601201_393_OT1.0","training",9,58.68157,510,52,4.9
"WALLEYE_POLLOCK_94201601201_396_OT1.0","training",1,58.68157,180,52,4.9
"WALLEYE_POLLOCK_94201601201_397_OT1.0","training",1,58.68157,120,52,4.9
"WALLEYE_POLLOCK_94201601201_398_OT1.0","training",5,58.66585,450,44,5.7
"WALLEYE_POLLOCK_94201601201_39_OT1.0","training",7,57.32052,520,27,7.3
"WALLEYE_POLLOCK_94201601201_402_OT1.0","test",2,58.66585,190,44,5.7
"WALLEYE_POLLOCK_94201601201_403_OT1.0","test",1,58.66585,140,44,5.7
"WALLEYE_POLLOCK_94201601201_407_OT1.0","training",8,58.68887,500,41,6.3
"WALLEYE_POLLOCK_94201601201_409_OT1.0","training",1,58.68887,200,41,6.3
"WALLEYE_POLLOCK_94201601201_40_OT1.0","training",9,57.32052,530,27,7.3
"WALLEYE_POLLOCK_94201601201_410_OT1.0","test",7,58.34784,490,50,5.5
"WALLEYE_POLLOCK_94201601201_412_OT1.0","training",8,58.34784,450,50,5.5
"WALLEYE_POLLOCK_94201601201_414_OT1.0","training",1,58.34784,220,50,5.5
"WALLEYE_POLLOCK_94201601201_415_OT1.0","test",1,58.34784,180,50,5.5
"WALLEYE_POLLOCK_94201601201_416_OT1.0","training",7,58.33318,440,58,4.8
"WALLEYE_POLLOCK_94201601201_417_OT1.0","training",4,58.33318,430,58,4.8
"WALLEYE_POLLOCK_94201601201_419_OT1.0","training",4,58.33318,450,58,4.8
"WALLEYE_POLLOCK_94201601201_41_OT1.0","test",6,57.32052,530,27,7.3
"WALLEYE_POLLOCK_94201601201_420_OT1.0","training",5,58.32136,390,63,4.5
"WALLEYE_POLLOCK_94201601201_421_OT1.0","test",3,58.32136,350,63,4.5
"WALLEYE_POLLOCK_94201601201_423_OT1.0","training",3,58.32136,300,63,4.5
"WALLEYE_POLLOCK_94201601201_424_OT1.0","training",1,57.9942,180,65,4.6
"WALLEYE_POLLOCK_94201601201_425_OT1.0","training",2,57.9942,230,65,4.6
"WALLEYE_POLLOCK_94201601201_426_OT1.0","training",2,57.9942,370,65,4.6
"WALLEYE_POLLOCK_94201601201_427_OT1.0","training",4,57.9942,440,65,4.6
"WALLEYE_POLLOCK_94201601201_428_OT1.0","training",4,57.9942,450,65,4.6
"WALLEYE_POLLOCK_94201601201_429_OT1.0","training",5,57.9942,420,65,4.6
"WALLEYE_POLLOCK_94201601201_430_OT1.0","test",8,58.01002,560,68,4.4
"WALLEYE_POLLOCK_94201601201_431_OT1.0","training",4,58.01002,430,68,4.4
"WALLEYE_POLLOCK_94201601201_432_OT1.0","training",2,58.01002,250,68,4.4
"WALLEYE_POLLOCK_94201601201_435_OT1.0","training",1,58.01002,140,68,4.4
"WALLEYE_POLLOCK_94201601201_436_OT1.0","training",8,57.65668,500,69,4.4
"WALLEYE_POLLOCK_94201601201_438_OT1.0","training",6,57.65668,400,69,4.4
"WALLEYE_POLLOCK_94201601201_439_OT1.0","training",8,57.65668,540,69,4.4
"WALLEYE_POLLOCK_94201601201_43_OT1.0","test",7,57.65535,510,35,6.9
"WALLEYE_POLLOCK_94201601201_440_OT1.0","training",4,57.65668,390,69,4.4
"WALLEYE_POLLOCK_94201601201_441_OT1.0","training",3,57.65668,390,69,4.4
"WALLEYE_POLLOCK_94201601201_442_OT1.0","training",1,57.65668,140,69,4.4
"WALLEYE_POLLOCK_94201601201_444_OT1.0","training",4,57.34729,450,72,4.6
"WALLEYE_POLLOCK_94201601201_445_OT1.0","training",4,57.34729,440,72,4.6
